贝贝好爱干净 每天出门都要洗澡 还喜欢喝蒙牛 不喜欢蹲地方 喜欢坐凳子上还喜欢和我坐在一起~	1
感觉好像是文科生看一本《高等数学》的教材一样，流水账一般，只是背景很好罢了，选择在这样一个竞争激烈的时代，写了那么一个催人奋进的故事，文笔不咋地。	0
很安静,隔音设施不错.服务员态度很好,下次还会选这里	1
1 感觉外观还可以，符合我的要求，体积虽不算小，但比它大的翻盖手机还是很多的。2 比一张IC卡比较要小，厚度也还可以。键盘很漂亮，按键键盘面是平的，屏幕一般不会碰到按键，设计的很好。3 。。。一堆呢，不说了	1
收到后，包装完好。笔记本封条完好。 性价比很高，DVD驱动盘包含VISTA所有必备的驱动，方便。	1
《小狗钱钱》是我一个好朋友推荐并且送给我的，并且说就把它放在枕边 随时阅读，我抱着这样的想法一气呵成读完 觉得译者的语言翻译的很准确，没有多少翻译痕迹，（我通常不喜欢读翻译过来的书）并且语言形象生动，故事易于理解，令人身临其境，有不少借鉴意义，如果能够仔细的按照这个试试做做，（重在领会精神），会有不错的效果。正打算读第二遍。 推荐	1
书的质量不好，翻一下就坏了，而且书的内容也不好，没有什么用，也不觉得好笑！根本就比不上“我是英语单词书”！！建议大家不要买！！	0
键盘很生硬，没有手感。 标配内存2G为两根1G的组成，很郁闷，当初没问清楚~~~（外面买很多都是单根2G，以后扩大内存不方便）	0
蒙牛真果粒、美丽有新意。	1
书本质量不错，但是感觉布局不是很合理，打开后感觉很乱，密密麻麻的，孩子也不喜欢它。	0
书看到最后几页居然是?双眼皮?,所有的字都印成了两遍头，根本就不能看。书的质量实在太差.	0
散热系统比以前差多了 3小时烫手     到京东   说道多   检测耽误15个三包日 ，没法   到国家质检总局  也不了了之。   显示屏也差。 遇到个次品，无语。	0
thinkpad外观就是这么经的起看，这款笔记本够轻，性能强，外出携带非常方便！	1
我认为这本书总体很轻松，没什么让人特别难过的地方。不过史连死的时候的确为他心疼了一把。比较揪心的地方就是香宝拉着范蠡在街上说自己是西施的时候范蠡的松手。越看到这里越为香宝感到忿忿不平。还有就是夫差中毒的时候对香宝说的“我要是死了，你就要受欺侮了。”另外……最后香宝对文种说的那句“君上，是天下人的君上；而夫差，是我一个人的王。碧落黄泉，生死不变。”	1
我端午节期间带家人入住了一晚，感觉服务比较差，根本达不到四星的标准，下面我从硬件和服务两方面做一个点评：一、硬件1、酒店位置不错，比较繁华；夜间很安静(我入住的是东楼)；2、酒店房间很小(特别是卫生间)，和香港的酒店有得一拼；3、房间衣柜没有门把手，打开很费劲；4、席梦思床垫很软(好的席梦思应该比较硬)；5、房间隔音不好，我入住的当晚，隔壁是间婚房，很多人在闹房，声音很清楚；二、服务1、房间里没有准备牙刷，我拨打分机16要求提供，接线员竟然让我拨打其他电话去要(酒店入住卡上清楚写明有要求直接拨打16就可以了)；2、去二楼中餐厅就餐，服务员告知中餐厅当天搬到一楼鲍翅馆了；转到一楼鲍翅馆，服务员给了一份鲍翅馆的菜单，我问服务员要中餐厅菜单，这个服务员竟然说没有，我问道，中餐厅都搬到一楼了，难道菜单没搬下来么？这时服务员才不情愿的把中餐厅的菜单给我；3、因为是通过携程预定的，送了20元积分卡。在就餐完毕后，我们把积分卡给服务员，由于这个服务员已经把帐单打印好，不想重新打印，竟然说你们下次再来用好了，我们是从外地过来的，下次不知是猴年马月了；4、第二天早上去吃早餐，由于小孩(16个月大)不肯吃早饭而哭闹，服务员竟然过来对我小孩说，再哭就打屁股了！这句话我们当父母的可以说，但是你们酒店服务员绝对不应该说，希望你们道歉！5、就餐完毕来去，走到餐厅门口时，服务员用眼睛瞟你一下，连招呼也不打。住了很多四星、五星，从来没见过这么没礼貌的。宾馆反馈 2008年6月17日 ： 对于您在住店期间发生的不愉快,我代表酒店真诚的向您道歉.非常感谢您对我们提出的意见和批评，我们也把您所反映的问题反馈到了相关部门，进行了培训和整改。我们希望能有机会再次会您提供服务，相信一定会让您有不同的感觉。	0
1、外观，感觉大方、成熟。体积适中（相对于智能手机而言），由于以前使用515，感觉体积比515小巧，上盖面板美观大方。 2、屏幕和键盘，2．2英寸、26万色的内屏色彩艳丽，过渡自然，在阳光下也能看清楚，按键大小适中，手感很好（相对515键盘小而且硬），一般不会按错键。3、8390支持SD/MMC卡，大大提高可玩性。而且目前的应用软件较多，可以根据玩家的需要而增加应用功能。	1
我不喜欢这类题材的作品,太过沉重.有很大程度是跟个人喜好有关.我不太喜欢农村题材的作品现实太过残忍让人不忍看.	0
同学在附近上班，推荐的酒店。总体还可以，傍晚电梯旁有个穿白色礼服的小姐站在那里迎宾，那礼服怎么看都像婚纱，如果不是她旁边没有新郎样子的人并且她没有做头发，还真以为她是在那里办婚宴的呢。早餐选择少了点。	1
因为来不及上网查，只好电话定，结果携程拼命向我推荐。结果：标准大床房奇小，只有12平米，我住的530窗外就是一个平台，安全性非常不好；毛巾非常旧，又黑又硬，是我见过最差的；早餐还好，品种还有几个；大堂还行，总台的服务还有4星。宾馆反馈 2008年5月5日 ：	0
蒙牛绿色好心情	1
小家伙只知道自己看图片,书应该更适合父母看,个人觉得价格高了．教育家长的，可以不用买．书里只有图片没有文字，很简单的几页．不值．让父母反醒的，是不是总在对小朋友这不可以，那不可以做．	0
gprswap没的说!下载一堆图片和铃声真过瘾；而且来电铃声巨棒；我买时2050元，现在掉价一百多，我很知足。总的来说还是不错的啊。	1
为什么刚买了就降价了呢！3999买的，回头一望就已经3966了，有点像买股票哦	0
装系统难装,最好找个专业人士,我已找人装过三次!前两次装过后电脑有啪啪声,最后一次找专卖店的人装,很好,只是感觉风扇声大了点.	0
非常喜欢这本书！书的质量很好！考论史事，是此书的重点，也是全书的精华所在。本书与钱大昕《二十二史考异》、王鸣盛《十七史商榷》并称清代三大史学名著。但此书更胜一筹。作者知识渊博，工底深厚，是史实为基础，注重归纳，演绎推理，令人信服。凤凰（江苏古籍）出版的，让人放心！如果你古文功底薄弱，那就别买这个版本。从某种意义上说，此书有助于文言文水平的提高。	1
比我想象中的样子差很多，单词也不都是常用的，而且编辑的也不算实用，关键是一点也不好笑啊。	0
我买K388主要看中其待机时间长的突出特点和国产品牌，可令我失望的是这款以超长待机著称的手机在首次充电16小时后只工作了18小时，值得一提的是在这18小时内并未接听和打出电话！！！我感到很失望，因为此款手机其他性能很不错，而电量不足却让我感到对科健的不信任，因为这和宣传的差距太大了．国货是否要坚持支持是一个令人尴尬的事情，但我不希望科健也是这样，要不然国货中除了联想和海尔，我们还能信谁？	0
于丹的<<论语心得>>简直就是胡说八道。除了《论语》之外,她讲的全都对!她的演讲对于构建和谐社会很有好处，却歪曲了孔子的基本精神。这本书叫《于丹心得》更准确一些。	0
没脑子 砸的不是自己的当然爽 今天才知道养乐多原来是日货一。一 喝还是不喝?反已蒙牛那个同养乐多味道差不多的我不敢喝→_→ 呵呵爱国不过是打个幌子撒泼 呵呵人性 这耳光打的 我说为什么我家车四周都被钥匙划了那么多道子	0
第三次入住中船宾馆了，这里几乎成了自己去京的定点住宿地。房间布置朴实干净，卫生间虽然不大，但是也很清洁。很喜欢带木质扶手的楼梯，感觉走走去房间挺随意的。最近一次入住，窗帘的滑道非常光滑；卫生间的花洒出水量大，洗澡很痛快。最主要是的是房间一点异味没有，不像有的宾馆有那么潮气味。所以休息很安心。服务质量还不错，不过最后一次在入住时前台小姐有点冷淡没有一点暖色，我看墙上挂着“中央机关指定接待宾馆”但是你毕竟是一个服务行业，我们老百姓入住也该微笑服务不是。	1
外观时尚、亮丽、精致，无可挑剔，系统带很多新软件，最喜欢movie story，可以自己剪辑视频和电影片段，还有很多新功能有待发现~~	1
这本书的内容我早就在网上看过了，比书上的还多。估计作者后面的书还没有出来，希望作者快点出书，因为这真的是一本值得收藏的书。书中我看到了不一样的秦始皇，开始对帝王为什么自称是“寡人”有了一些新的理解。书的内容丰富，一些历史小故事通俗意懂，虽然作者对历史中有些事情添加了自己的想法，但还是站在尊重历史的角度，对历史的负责的态度值得尊敬。是本好书！	1
刚刚认真的翻开《夏日历险》，看完之后已泪眼朦胧。小男孩儿为了得到自己梦寐以求的小马和枪，拼命的想抓到猴子，拿到奖金，可是梦想实现后，他却改变了主意——为了他的妹妹，可爱的男孩忍痛割爱，把所有的奖金交给妈妈，用来治好妹妹的腿。当妹妹手术归来，哥哥牵着小妹妹的小手，奔跑在山川之间时，眼泪汹涌而出。爱贯穿始终，对小动物的爱，家人之间浓烈的爱……爱，始终围绕在你身边！再次强烈推荐！	1
9月5日的订单，到今天（18日）还没到货！	0
刚刚从事工作1年多，看完这本书真切的感受到了工作中好多不明白的事情，也更加坚定了自己心中的信念，很不错的一本书！	0
房间味道好重，本来都是去住华天世纪的，他们生意太好，没有房间了，丽晶的房间感觉象好久没人住了，霉味好大，住了两天，人都快晕了，如果再去柳州肯定不住这家了。宾馆反馈 2008年8月1日 ： 对您提出的意见我们已进行了改进。酒店设有无烟楼层，也推出了奢华新装的商务行政客房，一定不会让您失望！	0
抵制蒙牛、抵制日货，哪个更重要？钓鱼岛事关国家利益和尊严，蒙牛奶事关国民健康和生命，哪个更可恨？日本是外敌，蒙牛是国贼，哪个更该打？	0
时尚靓丽造型外壳用料精致 让N72显得典雅高贵音量充沛而层次感分明同时在重低音方面也有不俗的发挥 机身顶端的独立扬声器音量十足64 和弦支持MP3、MID、WAV、AAC、AMR等丰富铃声格式S60第二版的N72拥有丰富的第三方软件资源 可玩性很高拥有20MB的机身内存 运行一些大型的程序足足有余能将信息放在RS-MMC卡中 满足信息多的人很人性化内置的MobileBrower 2.8浏览器能很人性化的选择选择最大、普通、最小三种字体 另外还支持网页的全屏浏览蓝牙传送功能强大 能在无卡的情况下将名片夹、日历、多媒体资料发送至其它S60手机诺基亚中 此外还支持资料续传	1
这款手机实在是烂，本人买了两个星期就开机不了，拿去维修被告知要换主板，需要一个月。你们说啦，买后机就是为了用，但是这样的手机也太离谱了，用两个星期就修一个月，要手机还有何用？而且在用的过程中还死过几次机。跟维修商谈就是浪费气力，就是会推。我们真的投拆无门。真希望消费都协会能为我们申冤。保护我们消费者的权利。并且希望这款手机不要在市场上出现了。真是亢人的。	0
蒙牛有机香蕉奶，甄香！喔喜欢	1
单人间小到不行，仅够一个转身，感觉住在一个盒子里，非常压抑。而且厕所的异味非常难以忍受，每次回去一开门臭味就扑鼻而来。开门通风也无济于事。	0
我觉得丹麦不愧是童话王国，他们弄得这些儿童文学，故事角度总是很新颖，图画有张力，极强的感染力。我们中国的小孩子，那些本来应该有的孩子的可爱劲，已经被我们传统的教育方式弄得有点....让我们的孩子变得更像孩子，更可爱吧。他们应该有他们无边的世界去想象，他们有权力去享受这整个的世界	1
整体来说还是比较满意的，散热挺好，噪音也不大，运行VISTA也还算顺畅	1
我也没有想过，世上竟然有这样可怕的恶意存在，这最恶毒的情感来自人类最脆弱柔软的心脏。事件山穷水复，却又柳暗花明，结局一再反转，感觉心里越来越无法承受那种恶意侵袭而来的沉重。这个结局不是意外和震惊可以形容的，我没法用语言来表达心里复杂的感受，一直在发抖。不知道是不是喜欢这样的故事，它所揭示出的，它想要告诉人们的，深重到我难以承受。没想到推理小说可以写到这样。	1
通过携程定了950元三间标准间的套餐，同朋友们三家九口一起入住。由于孩子都比较小，我又直接去电酒店，要求将标房换成大床房，酒店说大床房有斜坡屋顶，可以看星星。5月2日入住酒店，总台告知“酒店没有电梯”，由于房间在三楼大家都认为可以承受，于是提着行李抗着童车背着孩子，跟着服务员去房间。走着走着才发现，原来酒店是连着的好多栋楼，我们的房间同总台隔开2栋，我们跟着服务生上了一层一拐弯，又上一层又一拐，最后还下了一个坡才到达了那个可以看星星的房间。房间大约10个平方米，一半的空间是斜顶屋檐，阳光透过两个小小的老虎窗直射进来，使这个没有凳子的房间倒也显得不是太小。由于节日期间客人刚刚退房，服务员马上给我们重新铺床。随着床单的抖动我发觉空气中飘散着无数的粉尘。然而这还只是噩梦的开始，吃了晚饭我竟然发觉自己在餐厅和客房之间迷路了，我不断的在那几栋房子之间穿越走廊、上下楼梯，大约花了15分钟之后才终于带着满身臭汗回到房间。想洗澡但发觉水管里冒出的全是锈水，问了总台迟迟没有反映，过了20分钟，我的第三个电话总算得到了这样的答案“工程部反映，锅炉没有问题，请多放水应该会好。”在继续放水15分钟锈水依旧之后，我终于在第四个电话里爆发了，随着我的骂声出现了2个工程人员以及一个服务生。他们在卫生间里干了些什么我已经无力关心，因为从发现问题到最终解决用去了将近2个小时。洗完澡我就睡着了，半夜几次被热醒，原来为了节省费用，酒店的中央空调在晚上是关掉的。我一定要告诉所有的人千万不要住这个酒店。顺便说一下，酒店所谓钓鱼的地方就是一个小水塘，里面的水已经有些幅营养化，我在旁边呆了一个下午，也没有见人钓到什么鱼；烧烤的地方苍蝇很多，还有一种小飞虫专门盯着人的眼睛钻，很另人恶心。	0
爱上了蒙牛优益C的味道	1
总体感觉还不错。房间很干净、简洁。网上所披露的位于海河最美的一段，特意要了6层的房间，可是却没看到海河的影子……	1
入住时酒店的服务很好，大堂和房间一般，入住后发现房间的硬件较差，比如空调，马桶，尤其是电视遥控器非常差，几乎不能用。房间空调不管用，走廊也有味道。早餐很差，刚到九点服务员就疯狂地收东西，也不问一问客人是否还需要，很差，曾经看到的评价不太确切，第二天立刻搬到龙城，山西真的是没有什么好的宾馆,不知道为什么，很奇怪！	0
这本书挺好的，尤其是在对明朝的历史能有个大概的了解。不管时间长短，拿在手里就能看进去，比较吸引人。我想如果作者能再深挖一下，在叙事叙人能更丰富更深刻一些、并且多在括号中引用一些原文，可能会使年轻人对政治、官场、人际关系等的复杂性有更深刻的认识，甚至对学习文言文也会有很大的好处。期待着作者修改以后的再版能更吸引人！印刷的字颜色太浅，看着费眼睛，易疲劳！	1
买了就后悔了，没什么用，趣味性也不强	0
胡兰成回忆张爱玲的片段， 其用情远不及他跟小周（一个比他笑22岁的小护士）的情事。张爱玲只管要他叫一声“爱玲”，或问一句“你的人是真的么？你和我这样在一起是真的么？”就会弄得他“很僵”；而在小周面前，胡却要硬逼着她说“爱他”！其用情深浅可见一斑。我不敢冒冒然的来个一刀切，像有人说的，张于胡只是一尊观音，对观音是没有爱情可言的。张要胡在她与小周之间作选择，胡竟说他与她是仙境之爱，而和小周是俗世间的爱， 没得比。所谓的仙境之爱，应该就是精神恋爱吧？想必胡兰成是无法自圆其说的。这个他也是承认了的，却是“思省了一大通”，干脆“不求其解”了。真是一个自私透顶的人！然在我看来，他对爱玲的感情，是一种几近崇拜的欣赏，倒是真的。“世上但凡有一句话，一件事是关于张爱玲的，便皆成为好”。凡是他所做的所写的，都为的从爱玲受记，像唐僧取经，一一向观音菩萨报销。他不懂古典音乐，却因着贝多芬有着“乐圣”的光坏，就天天刻苦开来听，努力要使自己懂得它为止。却不想爱玲并不喜钢琴，这让胡“爽然若失”。要说爱玲是个天才，那胡就是个后天才（后天苦练出来的才子）。胡于女人，与其说是爱，毋宁说是知。却是这个“知”，害得伊人们“断肠在天涯”！对爱情，他是万花丛中过，片叶不沾衣；江弱水先生说的真是好，胡对女性，“情虽不伪，却也不专”。他要的是“此时语意得人意，此时歌舞动人情”。这种境界，谁人能及？ 相识以来，胡便要和爱玲“斗”，斗才气，斗天分，自觉“像生手拉胡琴”，总被她给比下去。可到了爱情，我想，是不用比，张爱玲注定是要输的了。	0
京东办事效率很高，速度很快，头天下午的订单，第二天上午就受到货了，不过京东客服假期休假却播放无人等候录音，导致浪费很多电话费。	1
幸运，赶上4699，自提检查，包装未拆，完美屏，还不错。机器挺漂亮的	1
地址错误环境糟糕服务不到位有点上当的感觉	0
2008-01-10订单中包含〈31岁小美女的养颜经〉，却没有送来。 是没有货？ 还是什么？快递及收货单上都没有声明！请给予解释。谢谢！	0
操作系统啊   真不好  加一个windows又用不了多少钱？  建议  增加安装系统的服务	0
对明朝的历史基本上是空白的，因为办公室里的一个玩笑，开始接触这本书，越看越喜欢，眼前浮现出一个王朝又一个王朝的兴衰成败，忠臣，奸臣，勇于承担责任的人，有那么多的人值得我们敬仰，也许无名无姓，有那么多的人值得我们去学习，做一个正直的人。	1
mr的庆生活动 歌曲串烧 前面还有很多歌手都在串烧 T T对不起 你家蒙牛酸酸乳的冠军太牛逼...我家也就拿个格莱美!!比不起比不起确实是你家贴上来的	1
这几次入住感觉不如以前了，服务质量在下降，原来房价含早的，现在早餐也不送了，原来餐厅就餐感觉很不错，现在明显上菜的份量比以前少了很多，下次再去南通考虑换一家试试了	0
下盘我们公司开职代会，我也要带个小孩，需要喂乳那种。我是男的，所以喂人奶是不可能的了，只有脖子上挂两个大奶瓶，左边奶瓶写蒙牛，右边奶瓶是伊利。嵌入式广告，支持民族产业！	1
娱乐功能1、不支持飞行模式（限无线的地方不能听MP3了），不支持AAC，不支持WMA，不支持后台播放，不支持快进快退和中途开始播放，不支持播放列表或媒体库或文件夹播放。2、视频录制和播放不支持320X240播放，更不要说支持352*288了，这么好的屏幕只用来看电子书或秀图，是不是没有物尽其用啊？3、拍照和照片显示那个慢，痛苦！商务功能4、话簿只支持4个电话／传真，对商务机而言少了点，应增加第二个移动电话或其他电话一栏；虽然支持从短信内容中提取号码，可是所有的保存号码都只能存为新联系人，而不能存到已有联系人中的一个项目中去；PC同步超弱智，不能同步时间，仅能同步姓名、3个电话号码和mail五个字段，不支持LotusNotes；5、电子书能且仅能设置一个书签，不能查找，文本文件也不能编辑。所以只能看小说，想存点有用的资料备查？自己慢慢翻页去吧！PDF和Office浏览也不用指望了。6、蓝牙规格较低，耳机不能听音乐；JAVA要掏银子上网下载，不支持从存储卡安装且只见到游戏，没见到应用软件。7、USB只有1.1，也该升升级了。USB多功能模式好像也不稳定，接电话会中断传输造成进程挂起。同时USB线连上电脑后手机显示开始充电，可充电电流只有5mA，还不如它自己耗的电多，假定关机不耗电，900mAH的电池也要充180个小时！是不是白白浪费了充电循环次数？会不会影响电池的寿命？我不懂，但觉得心里不踏实。	0
早晨8点多,已经没什么吃的,而且十元限额的.餐厅服务员态度差,我住的是158元的标间,房间很黑.很旧,下次决不住这里.旁边晋元大酒店我去看了比这好多了.	0
叫嚣着抵制蒙牛却还喝	0
